,article_id,title,email
68,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",a5e5a52ab275f02a72d5c2fa61687e73d895855a
69,1070.0,airbnb data for analytics: austin listings,d5843ed71361c87b364f578f20a48101289d60f9
70,1320.0,housing (2015): united states demographic measures,b3b884da0f386758459539036cb23ddacb6c1173
71,1184.0,"city population by sex, city and city type",248c7b0a9d8b25e7727d7c31877f5fe4dd6e71ca
72,409.0,using github for project control in dsx,2b6c0f514c2f2b04ad3c4583407dccd0810469ee
73,1432.0,visualize data with the matplotlib library,d7eebc8654fec2e19490ebf6cf9906d437d811c8
74,1423.0,use sql with data in hadoop python,d9032ff68d0fd45dfd18c0c5f7324619bb55362c
75,1429.0,use deep learning for image classification,3c2de1b0a92728aa53064a22ff7bd7319878ed95
76,943.0,discover hidden facebook usage insights,3268a4aa6766954f5ba5e54d8b7a64beaf649493
77,871.0,overfitting in machine learning: what it is and how to prevent it,2cc9433633a6c51945c7d3cb37b04a9939d19b0c
78,1314.0,healthcare python streaming application demo,b1711b92b8aef2fc57bf040d7c00407d60f12533
79,1162.0,analyze energy consumption in buildings,53db7ac77dbb80d6f5c32ed5d19c1a8720078814
80,1429.0,use deep learning for image classification,d385b6c44711688ce2a33eb596495bf9243e1750
81,1162.0,analyze energy consumption in buildings,337eb89ffe579e5f89b2b44a5369f9c2922211da
82,1420.0,use apache systemml and spark for machine learning,a048a7d8de76a4aad9d30a11025ad4883d0981b8
83,844.0,use the cloudant-spark connector in python notebook,1d0e33ac6d6efc747a22d8accb54b3a4894aed10
84,1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",5a4b625e4d73fbd4964f7664dd516b8a0abb033f
85,1163.0,analyze open data sets with spark & pixiedust,1930fb6767b27af86bc7737077a0946ec570993a
86,1400.0,uci ml repository: chronic kidney disease data set,47059a18ef23b8c10f14e5d83d8a760354d8cb23
87,1330.0,insights from new york car accident reports,35d5799b6ea3ba24f921ed38f7f9a8039ad06ba4
88,1405.0,uci: heart disease - cleveland,b2d2c70ed5de62cf8a1d4ded7dd141cfbbdd0388
89,1328.0,income (2015): united states demographic measures,f0fbd5ddcad0c1872e771bfb2d96997409ec7817
90,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",b1711b92b8aef2fc57bf040d7c00407d60f12533
91,1395.0,the unit commitment problem,737e9353c4266ccaa254acfd611024741a923842
92,1364.0,predicting churn with the spss random tree algorithm,b32cd4e1a74e55ac42e4ef484b1f0ad41ee3b1c5
93,1314.0,healthcare python streaming application demo,3427a5a4065625363e28ac8e85a57a9436010e9c
94,943.0,discover hidden facebook usage insights,3b5c304f93db685df40d297a18e69a4a5b1f14aa
95,1162.0,analyze energy consumption in buildings,d385b6c44711688ce2a33eb596495bf9243e1750
96,1164.0,analyze open data sets with pandas dataframes,f44787ebd5330e097a1ee8aea81d970200e912bb
97,409.0,using github for project control in dsx,2b6c0f514c2f2b04ad3c4583407dccd0810469ee
98,173.0,"10 must attend data science, ml and ai conferences in 2018",3427a5a4065625363e28ac8e85a57a9436010e9c
99,1393.0,the nurse assignment problem,8dc8d7ec2356b1b106eb3d723f3c234e03ab3f1e
100,977.0,apache spark as the new engine of genomics,fc4e4290f2f320d80711bbe019618cc5be8815fa
101,930.0,how to use version control (github) in rstudio within dsx?,a1768bf013cfd2742a97dfda091faebc5254a85f
102,1314.0,healthcare python streaming application demo,e54a6b1c77b5c29188a55b653227f99ecf85ee19
103,1330.0,insights from new york car accident reports,20c6b6f18eb5fa53e5559afd74f4ccf01db37594
104,1360.0,pixieapp for outlier detection,a5e5a52ab275f02a72d5c2fa61687e73d895855a
105,1053.0,access mysql with python,3268a4aa6766954f5ba5e54d8b7a64beaf649493
106,1162.0,analyze energy consumption in buildings,3268a4aa6766954f5ba5e54d8b7a64beaf649493
107,1314.0,healthcare python streaming application demo,20c6b6f18eb5fa53e5559afd74f4ccf01db37594
108,695.0,excel files: loading from object storage — python,264b9bb05e9ff8b703dfe654ab6e74833970a6fa
109,730.0,developing for the ibm streaming analytics service,1d0e33ac6d6efc747a22d8accb54b3a4894aed10
110,1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",992c47f26922da061bd22ad7f30b24a7016ba4ad
111,586.0,building a business that combines human experts and data science,99798d8bd5a772571a89c1ea39ccec83bbbaa944
112,1338.0,ml optimization using cognitive assistant,5a4b625e4d73fbd4964f7664dd516b8a0abb033f
113,1052.0,access db2 warehouse on cloud and db2 with python,f44787ebd5330e097a1ee8aea81d970200e912bb
114,1330.0,insights from new york car accident reports,06485706b34a5c9bf2a0ecdac41daf7e7654ceb7
115,1432.0,visualize data with the matplotlib library,556d061e287f5b915580311754ab2f880ffecd93
116,1393.0,the nurse assignment problem,f85188a0355203b26f4d143244b56bef05fc8bf3
117,943.0,discover hidden facebook usage insights,5a4b625e4d73fbd4964f7664dd516b8a0abb033f
118,1338.0,ml optimization using cognitive assistant,bc358f0c5461c4be3971ab1d77f2cd681994cefa
119,310.0,time series prediction using recurrent neural networks (lstms),e6581f7316d26b5537e8f9270cc0307a22e4bfd9
120,1364.0,predicting churn with the spss random tree algorithm,488ea53f66f6a5c4f872c1f0f46b26324a16fb40
121,1314.0,healthcare python streaming application demo,99798d8bd5a772571a89c1ea39ccec83bbbaa944
122,131.0,simple graphing with ipython and pandas,f44787ebd5330e097a1ee8aea81d970200e912bb
123,173.0,"10 must attend data science, ml and ai conferences in 2018",d9032ff68d0fd45dfd18c0c5f7324619bb55362c
124,173.0,"10 must attend data science, ml and ai conferences in 2018",53db7ac77dbb80d6f5c32ed5d19c1a8720078814
125,50.0,graph-based machine learning,383273e6185969bd9b93ace8d20cfab0a75e6979
126,1162.0,analyze energy consumption in buildings,5a4b625e4d73fbd4964f7664dd516b8a0abb033f
127,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",a62b937b7f3e4ecfcd161d765718af7783941c28
128,1157.0,airbnb data for analytics: washington d.c. listings,d5843ed71361c87b364f578f20a48101289d60f9
129,1411.0,uci: white wine quality,95c7035ba31c7ab85d49262f01a6ee3f6d2dabed
130,1351.0,model bike sharing data with spss,f01220c46fc92c6e6b161b1849de11faacd7ccb2
131,962.0,data visualization with r: scrum metrics,8b41b490051877bad7b5cc8cb9ba8420d4ed8d4a
132,1189.0,contraceptive prevalence (% women 15-49) by country,0b7baea286ab4988c19d018e8e30ea29118e899d
133,1431.0,visualize car data with brunel,3b5c304f93db685df40d297a18e69a4a5b1f14aa
134,1053.0,access mysql with python,8d2e64be62f374764647db3d99b3268400678029
135,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",bb39719e764e6d0e5f7f70b6b0a21def1dfe440e
136,1429.0,use deep learning for image classification,b32cd4e1a74e55ac42e4ef484b1f0ad41ee3b1c5
137,359.0,optimizing a marketing campaign: moving from predictions to actions,3b5c304f93db685df40d297a18e69a4a5b1f14aa
138,1276.0,deploy your python model as a restful api,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
139,1360.0,pixieapp for outlier detection,273473011b2664ce6c2c2bf34d7d47960513b33d
140,1431.0,visualize car data with brunel,5a4b625e4d73fbd4964f7664dd516b8a0abb033f
141,1305.0,gosales transactions for naive bayes model,083cbdfa93c8444beaa4c5f5e0f5f9198e4f9e0b
142,1165.0,analyze precipitation data,d7eebc8654fec2e19490ebf6cf9906d437d811c8
143,1165.0,analyze precipitation data,48f8154b819d51c3f89b327c5f825d061d8926fc
144,1431.0,visualize car data with brunel,3b5c304f93db685df40d297a18e69a4a5b1f14aa
145,593.0,upload files to ibm data science experience using the command line,3c67c75430392122d80ea00ceb313841d4a35c16
146,50.0,graph-based machine learning,383273e6185969bd9b93ace8d20cfab0a75e6979
147,1059.0,airbnb data for analytics: amsterdam calendar,264b9bb05e9ff8b703dfe654ab6e74833970a6fa
148,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",70534df906cb8618a2d6238416316092f6f59200
149,173.0,"10 must attend data science, ml and ai conferences in 2018",77da2e815df87a996149295308acd892d07f5fbf
150,1338.0,ml optimization using cognitive assistant,50bae9e35e0a33c6c3ae5d0414828a18b046c13d
151,1185.0,classify tumors with machine learning,ed62ca9f1e16a783461f82abe7aec8176fa5e6b1
152,1436.0,welcome to pixiedust,1930fb6767b27af86bc7737077a0946ec570993a
153,173.0,"10 must attend data science, ml and ai conferences in 2018",d7eebc8654fec2e19490ebf6cf9906d437d811c8
154,1293.0,finding optimal locations of new store using decision optimization,8d2e64be62f374764647db3d99b3268400678029
155,1163.0,analyze open data sets with spark & pixiedust,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
156,1293.0,finding optimal locations of new store using decision optimization,8d2e64be62f374764647db3d99b3268400678029
157,1330.0,insights from new york car accident reports,06485706b34a5c9bf2a0ecdac41daf7e7654ceb7
158,1160.0,analyze accident reports on amazon emr spark,c6a8adeabf6f5c38f9d68d23212d50c90a03dd02
159,788.0,quick guide to build a recommendation engine in python,3d2a021a443d0634623056937132564cedc7e828
160,1359.0,percentage of internet users by country,d5843ed71361c87b364f578f20a48101289d60f9
161,1432.0,visualize data with the matplotlib library,9ac67534404850b3850c331c66e9233504ec5eaa
162,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",20c6b6f18eb5fa53e5559afd74f4ccf01db37594
163,1160.0,analyze accident reports on amazon emr spark,2d9467af544c96e5e58cd1fdf142d12389b2c437
164,898.0,neural language modeling from scratch (part 1),3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
165,1160.0,analyze accident reports on amazon emr spark,1930fb6767b27af86bc7737077a0946ec570993a
166,1423.0,use sql with data in hadoop python,d9032ff68d0fd45dfd18c0c5f7324619bb55362c
167,270.0,learning statistics on youtube,9fcd3d6f69137c5cc19c6cb3c39c3d90adb172a8
168,302.0,accelerate your workflow with dsx,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
169,1328.0,income (2015): united states demographic measures,7953a806440ad7803ef7ebc0a74942ff6719095c
170,1333.0,interest rates,3b241403886ff0b565c4c00bbe5f86647ece0a92
171,1314.0,healthcare python streaming application demo,f0d738c18e8ef4736beabea9db813cd86cc5a148
172,1166.0,analyzing data by using the sparkling.data library features,f01220c46fc92c6e6b161b1849de11faacd7ccb2
173,1174.0,breast cancer wisconsin (diagnostic) data set,20c6b6f18eb5fa53e5559afd74f4ccf01db37594
174,1276.0,deploy your python model as a restful api,264b9bb05e9ff8b703dfe654ab6e74833970a6fa
175,785.0,interactive time series with dygraphs,198a05da8931a3cfaa9163dff75e506952ddcfbe
176,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",a62b937b7f3e4ecfcd161d765718af7783941c28
177,1162.0,analyze energy consumption in buildings,3268a4aa6766954f5ba5e54d8b7a64beaf649493
178,1293.0,finding optimal locations of new store using decision optimization,3f8cc93d9ab98284d874e99c39aca0e4fc497792
179,1436.0,welcome to pixiedust,b32cd4e1a74e55ac42e4ef484b1f0ad41ee3b1c5
180,1313.0,health insurance (2015): united states demographic measures,ba2f2f6e54004b14a211925db45bcb39c8ec76c3
181,1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",8dc8d7ec2356b1b106eb3d723f3c234e03ab3f1e
182,1170.0,"apache spark lab, part 1: basic concepts",c449370a2cdac7c9c7d0fabf3bf7eb4bc633dcd5
183,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",06485706b34a5c9bf2a0ecdac41daf7e7654ceb7
184,667.0,imitation learning in tensorflow (hopper from openai gym),6e970af5de681a5efab33f970cec4b4f5c7fa234
185,1320.0,housing (2015): united states demographic measures,06726954be97560be4da40f9303ec47abe1f3050
186,1338.0,ml optimization using cognitive assistant,7c2525cb8ac1e7bad9597c51a62dc6131ed0e4aa
187,1432.0,visualize data with the matplotlib library,f331c486a4e648cfe41ffbb93eeaecaabc17c914
188,528.0,10 tips on using jupyter notebook,26214b92f591f11241c91b10221162106844141c
189,1338.0,ml optimization using cognitive assistant,d394810533103327228a328803eeee0e3db7e640
190,943.0,discover hidden facebook usage insights,53db7ac77dbb80d6f5c32ed5d19c1a8720078814
191,695.0,excel files: loading from object storage — python,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
192,1314.0,healthcare python streaming application demo,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
193,1162.0,analyze energy consumption in buildings,9acf830624818cd478260cdab051fa293fd965ce
194,460.0,web picks - dataminingapps,8b6fb4bbb7a27b336ba35420bf58337d877455c7
195,1338.0,ml optimization using cognitive assistant,7c2525cb8ac1e7bad9597c51a62dc6131ed0e4aa
196,173.0,"10 must attend data science, ml and ai conferences in 2018",3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
197,1338.0,ml optimization using cognitive assistant,ba2f2f6e54004b14a211925db45bcb39c8ec76c3
198,1228.0,country statistics: infant mortality rate,0b7baea286ab4988c19d018e8e30ea29118e899d
199,1422.0,use r dataframes & ibm watson natural language understanding,d3365b561e8b7ada81131d840b3d76e287084167
200,1431.0,visualize car data with brunel,1930fb6767b27af86bc7737077a0946ec570993a
201,1314.0,healthcare python streaming application demo,b32cd4e1a74e55ac42e4ef484b1f0ad41ee3b1c5
202,1305.0,gosales transactions for naive bayes model,248c7b0a9d8b25e7727d7c31877f5fe4dd6e71ca
203,173.0,"10 must attend data science, ml and ai conferences in 2018",2f5c7feae533ce046f2cb16fb3a29fe00528ed66
204,1431.0,visualize car data with brunel,37943b1d038fc564a54b86ec7babcbdab0cd85ba
205,1330.0,insights from new york car accident reports,35d5799b6ea3ba24f921ed38f7f9a8039ad06ba4
206,1360.0,pixieapp for outlier detection,f7f051ca45c724b5fe9552306f1ee8f68bf135ec
207,1349.0,"mobile-cellular telephone subscriptions per 100 inhabitants, worldwide",3b241403886ff0b565c4c00bbe5f86647ece0a92
208,1326.0,improved water source by country: % population with access,3b241403886ff0b565c4c00bbe5f86647ece0a92
209,693.0,better together: spss and data science experience,47059a18ef23b8c10f14e5d83d8a760354d8cb23
210,887.0,"502    forgetting the past to learn the future: long ...
Name: title, dtype: object",2cc9433633a6c51945c7d3cb37b04a9939d19b0c
211,593.0,upload files to ibm data science experience using the command line,61f2a8f3c0a6335542feed8cc95038c96ed97668
212,1169.0,annual precipitation by country 1990-2009,48f8154b819d51c3f89b327c5f825d061d8926fc
213,1052.0,access db2 warehouse on cloud and db2 with python,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
214,173.0,"10 must attend data science, ml and ai conferences in 2018",d71b82bbb53e11e65ab7ec96e309ce651f56d4d3
215,173.0,"10 must attend data science, ml and ai conferences in 2018",7888dc37498447d0477be7ee2c4176543f5a6190
216,1360.0,pixieapp for outlier detection,d385b6c44711688ce2a33eb596495bf9243e1750
217,1162.0,analyze energy consumption in buildings,c6a8adeabf6f5c38f9d68d23212d50c90a03dd02
218,1432.0,visualize data with the matplotlib library,d7ee629c5a5a42cbdc7372ea64aa818d1ec17ee1
219,108.0,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",1c39ffa00d5aa9ece0f8a58cfee50cdb472cd529
220,1162.0,analyze energy consumption in buildings,337eb89ffe579e5f89b2b44a5369f9c2922211da
221,1351.0,model bike sharing data with spss,f01220c46fc92c6e6b161b1849de11faacd7ccb2
222,1160.0,analyze accident reports on amazon emr spark,06485706b34a5c9bf2a0ecdac41daf7e7654ceb7
223,302.0,accelerate your workflow with dsx,2b6c0f514c2f2b04ad3c4583407dccd0810469ee
224,1331.0,"intentional homicide, number and rate per 100,000 population, by country",6b3aa71dfcb5a89586bcf8801996a3a38620a135
225,1296.0,fortune 100 companies,d5843ed71361c87b364f578f20a48101289d60f9
226,151.0,jupyter notebook tutorial,992c47f26922da061bd22ad7f30b24a7016ba4ad
227,1320.0,housing (2015): united states demographic measures,534bd1dcca0bc94323046b12b0c1042c0d161b38
228,1276.0,deploy your python model as a restful api,99798d8bd5a772571a89c1ea39ccec83bbbaa944
229,1165.0,analyze precipitation data,3c67c75430392122d80ea00ceb313841d4a35c16
230,1315.0,high-tech exports as % of manufactured exports by country,3b241403886ff0b565c4c00bbe5f86647ece0a92
231,1293.0,finding optimal locations of new store using decision optimization,9c6a1df760ef61af7eff9aa1d3895e5b8c9a034b
232,1338.0,ml optimization using cognitive assistant,99798d8bd5a772571a89c1ea39ccec83bbbaa944
233,1314.0,healthcare python streaming application demo,b1711b92b8aef2fc57bf040d7c00407d60f12533
234,485.0,a moving average trading strategy,5e8b6eea25188b0516fc111a32daa59a4419f767
235,1052.0,access db2 warehouse on cloud and db2 with python,f44787ebd5330e097a1ee8aea81d970200e912bb
236,1324.0,ibm watson facebook posts for 2015,d3365b561e8b7ada81131d840b3d76e287084167
237,1280.0,education (2015): united states demographic measures,78826e6ce0e911c1e2fbce3a1d03c790498a0c14
238,1431.0,visualize car data with brunel,26214b92f591f11241c91b10221162106844141c
239,173.0,"10 must attend data science, ml and ai conferences in 2018",4d28ad552b124f86209f47a3684cbc8ec50ac08c
240,645.0,how to perform a logistic regression in r,992c47f26922da061bd22ad7f30b24a7016ba4ad
241,124.0,python machine learning: scikit-learn tutorial,a62b937b7f3e4ecfcd161d765718af7783941c28
242,1162.0,analyze energy consumption in buildings,c6a8adeabf6f5c38f9d68d23212d50c90a03dd02
243,1052.0,access db2 warehouse on cloud and db2 with python,f44787ebd5330e097a1ee8aea81d970200e912bb
244,173.0,"10 must attend data science, ml and ai conferences in 2018",ab52130742eb79c16b5d06206a0096e696b96899
245,1328.0,income (2015): united states demographic measures,534bd1dcca0bc94323046b12b0c1042c0d161b38
246,1293.0,finding optimal locations of new store using decision optimization,3b5c304f93db685df40d297a18e69a4a5b1f14aa
247,1431.0,visualize car data with brunel,3f8cc93d9ab98284d874e99c39aca0e4fc497792
248,943.0,discover hidden facebook usage insights,337eb89ffe579e5f89b2b44a5369f9c2922211da
249,1162.0,analyze energy consumption in buildings,06485706b34a5c9bf2a0ecdac41daf7e7654ceb7
250,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",7b60c26b07961186809b3a3a372efadf6def82be
251,1305.0,gosales transactions for naive bayes model,bb117937d5ada165b5643cb4d343fbe417379f95
252,1191.0,country statistics - europe - population and society,bb7589e21750a3ee9e82b20d6f4779aa25849620
253,1276.0,deploy your python model as a restful api,ed62ca9f1e16a783461f82abe7aec8176fa5e6b1
254,173.0,"10 must attend data science, ml and ai conferences in 2018",b1b4ae77b748cd2316e9e5eab344787de535b0c2
255,409.0,using github for project control in dsx,2b6c0f514c2f2b04ad3c4583407dccd0810469ee
256,1343.0,maximize oil company profits,1467ede91b615584de24be41c4bc9bf7f34c4827
257,1160.0,analyze accident reports on amazon emr spark,9c6a1df760ef61af7eff9aa1d3895e5b8c9a034b
258,1360.0,pixieapp for outlier detection,53db7ac77dbb80d6f5c32ed5d19c1a8720078814
259,1351.0,model bike sharing data with spss,2d9467af544c96e5e58cd1fdf142d12389b2c437
260,1431.0,visualize car data with brunel,1930fb6767b27af86bc7737077a0946ec570993a
261,1163.0,analyze open data sets with spark & pixiedust,b2d2c70ed5de62cf8a1d4ded7dd141cfbbdd0388
262,173.0,"10 must attend data science, ml and ai conferences in 2018",b59069ee4c72befdc450ea398889551dc6776069
263,1320.0,housing (2015): united states demographic measures,d9ac80e876de44c9eb2eeeff27711643b1ca307e
264,1162.0,analyze energy consumption in buildings,c6a8adeabf6f5c38f9d68d23212d50c90a03dd02
265,1276.0,deploy your python model as a restful api,12d8329ee97aaf951d22d08782e57eb3ab736115
266,1422.0,use r dataframes & ibm watson natural language understanding,5a4b625e4d73fbd4964f7664dd516b8a0abb033f
267,189.0,common excel tasks demonstrated in pandas,f44787ebd5330e097a1ee8aea81d970200e912bb
268,1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",ef5f11f77ba020cd36e1105a00ab868bbdbf7fe7
269,221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,3427a5a4065625363e28ac8e85a57a9436010e9c
270,593.0,upload files to ibm data science experience using the command line,3c67c75430392122d80ea00ceb313841d4a35c16
271,43.0,deep learning with tensorflow course by big data university,3b241403886ff0b565c4c00bbe5f86647ece0a92
272,164.0,learn tensorflow and deep learning together and now!,3b241403886ff0b565c4c00bbe5f86647ece0a92
273,695.0,excel files: loading from object storage — python,3c67c75430392122d80ea00ceb313841d4a35c16
274,528.0,10 tips on using jupyter notebook,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
275,1184.0,"city population by sex, city and city type",08fb0cb8e53ab4c36d587934d4419d1509b24339
276,1330.0,insights from new york car accident reports,be79155a74c669297f981d84c2be0863af954d85
277,302.0,accelerate your workflow with dsx,3bbca9c41c66c4ecc46bc14eac7b7ab1ab0a5bea
278,1184.0,"city population by sex, city and city type",6b3aa71dfcb5a89586bcf8801996a3a38620a135
279,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",cf03bed131116722d196cf8a4984fa5b20521c26
